equipment_type,area,dept,equip_num,acct_code,grouping1,maintenance_operation1,frequency1,grouping2,maintenance_operation2,frequency2,grouping3,maintenance_operation3,frequency3,grouping4,maintenance_operation4,frequency4,grouping5,maintenance_operation5,frequency5,grouping6,maintenance_operation6,frequency6
FN - Fan,New Silos,Mechanical,F-110,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-111,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-115,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-116,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-131 ,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-132 ,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-133 ,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-134 ,70610,221,Monthly Inspection,1M,221,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-35F,70610,222,Monthly Inspection,1M,222,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,New Silos,Mechanical,F-35G,70610,222,Monthly Inspection,1M,222,Monthly Lubrication,1M,,,,,,,,,,,,
FG - Flop/Flow Gate,New Silos,Mechanical,FG-015A,70610,223,Monthly Inspection,1M,,,,,,,,,,,,,,,
FG - Flop/Flow Gate,New Silos,Mechanical,FG-016A,70610,223,Monthly Inspection,1M,,,,,,,,,,,,,,,
FG - Flop/Flow Gate,New Silos,Mechanical,FG-017A,70610,223,Monthly Inspection,1M,,,,,,,,,,,,,,,
FG - Flop/Flow Gate,New Silos,Mechanical,FG-12,70610,223,Monthly Inspection,1M,,,,,,,,,,,,,,,
FG - Flop/Flow Gate,New Silos,Mechanical,FG-14,70610,223,Monthly Inspection,1M,,,,,,,,,,,,,,,
IC - Crusher,New Silos,Mechanical,IC-12,70610,224,Monthly Inspection,1M,224,Monthly Lubrication,1M,,,,,,,,,,,,
IC - Crusher,New Silos,Mechanical,IC-15,70610,225,Monthly Inspection,1M,225,Monthly Lubrication,1M,,,,,,,,,,,,
LS - Loading Spout,New Silos,Mechanical,LS-1,70610,226,Monthly Inspection,1M,,,,,,,,,,,,,,,
LS - Loading Spout,New Silos,Mechanical,LS-15,70610,226,Monthly Inspection,1M,,,,,,,,,,,,,,,
LS - Loading Spout,New Silos,Mechanical,LS-16,70610,226,Monthly Inspection,1M,,,,,,,,,,,,,,,
LS - Loading Spout,New Silos,Mechanical,LS-3,70610,226,Monthly Inspection,1M,,,,,,,,,,,,,,,
LS - Loading Spout,New Silos,Mechanical,LS-4,70610,226,Monthly Inspection,1M,,,,,,,,,,,,,,,
LS - Loading Spout,New Silos,Mechanical,LS-50,70610,226,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,New Silos,Mechanical,P-139 ,70610,227,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,New Silos,Mechanical,P-140 ,70610,227,Monthly Inspection,1M,,,,,,,,,,,,,,,
PS - Positioner,New Silos,Mechanical,PS-15,70610,228,Monthly Inspection,1M,,,,,,,,,,,,,,,
PS - Positioner,New Silos,Mechanical,PS-16,70610,228,Monthly Inspection,1M,,,,,,,,,,,,,,,
SA - Sampler,New Silos,Mechanical,SA-17,70610,229,Monthly Inspection,1M,,,,,,,,,,,,,,,
SZ - Safety Access Platform,New Silos,Mechanical,SAP-1A,70610,230,Monthly Inspection,1M,,,,,,,,,,,,,,,
SZ - Safety Access Platform,New Silos,Mechanical,SAP-2,70610,230,Monthly Inspection,1M,,,,,,,,,,,,,,,
SZ - Safety Access Platform,New Silos,Mechanical,SAP-3,70610,230,Monthly Inspection,1M,,,,,,,,,,,,,,,
SZ - Safety Access Platform,New Silos,Mechanical,SAP-4,70610,230,Monthly Inspection,1M,,,,,,,,,,,,,,,
SZ - Safety Access Platform,New Silos,Mechanical,SAP-5,70610,230,Monthly Inspection,1M,,,,,,,,,,,,,,,
SZ - Safety Access Platform,New Silos,Mechanical,SAP-6A,70610,230,Monthly Inspection,1M,,,,,,,,,,,,,,,
SZ - Safety Access Platform,New Silos,Mechanical,SAP-7,70610,230,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,New Silos,Mechanical,SG-015A,70610,231,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,New Silos,Mechanical,SG-016,70610,231,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,New Silos,Mechanical,SG-017,70610,231,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),New Silos,Mechanical,SILO-12,70410,232,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),New Silos,Mechanical,SILO-14,70410,232,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),New Silos,Mechanical,SILO-15,70410,232,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),New Silos,Mechanical,SILO-16,70410,232,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),New Silos,Mechanical,SILO-17,70410,232,Monthly Inspection,1M,,,,,,,,,,,,,,,
SP - Sump Pump,New Silos,Mechanical,SP-10,70610,233,Monthly Inspection,1M,,,,,,,,,,,,,,,
SP - Sump Pump,New Silos,Mechanical,SP-34,70610,233,Monthly Inspection,1M,,,,,,,,,,,,,,,
SP - Sump Pump,New Silos,Mechanical,SP-35,70610,233,Monthly Inspection,1M,,,,,,,,,,,,,,,
SP - Sump Pump,New Silos,Mechanical,SP-37,70610,233,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-1-15,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-1-16,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-3,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-5-14,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-5-15,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-5-15,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-5-16,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-5-17,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-5-18,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-5-19,70410,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-R-1,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-R-2,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-R-3,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-R-4,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-R-5,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-Y-2,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,New Silos,Mechanical,VA-Y-3,70610,234,Monthly Inspection,1M,,,,,,,,,,,,,,,
VG - Valve Gravity,New Silos,Mechanical,VG-44,70410,235,Monthly Inspection,1M,235,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,New Silos,Mechanical,VR-012,70610,236,Monthly Inspection,1M,236,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,New Silos,Mechanical,VR-014,70610,236,Monthly Inspection,1M,236,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,New Silos,Mechanical,VR-015A,70610,236,Monthly Inspection,1M,236,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,New Silos,Mechanical,VR-016A,70610,236,Monthly Inspection,1M,236,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,New Silos,Mechanical,VR-017A,70610,236,Monthly Inspection,1M,236,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,New Silos,Mechanical,VR-050,70610,236,Monthly Inspection,1M,236,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,New Silos,Mechanical,SF-40,70610,237,Monthly Inspection,1M,237,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,New Silos,Mechanical,SF-41,70610,237,Monthly Inspection,1M,237,Monthly Lubrication,1M,,,,,,,,,,,,
AC - Airslide,Old Silos,Mechanical,AC-002,70610,238,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,Old Silos,Mechanical,AC-003,70610,238,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,Old Silos,Mechanical,AC-004,70610,238,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,Old Silos,Mechanical,AC-005,70610,238,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,Old Silos,Mechanical,AC-006,70610,238,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,Old Silos,Mechanical,AC-007,70610,238,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,Old Silos,Mechanical,AC-008A,70610,238,Monthly Inspection,1M,,,,,,,,,,,,,,,
BC - Bc Filter,Old Silos,Mechanical,BC-1,70610,239,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-005,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-009,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-009A,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-010,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-011,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-011A,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-016,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-018,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-019,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-020,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-021,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-022,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-023,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-024,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-025,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-026,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-027,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-028,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-029,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Old Silos,Mechanical,BFV-030,70610,240,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Old Silos,Mechanical,BN-10,70610,241,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Old Silos,Mechanical,BN-50,70610,241,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-10 ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-17,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-17A ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-17B ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-39 ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-4 ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-42,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-43,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-67 ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-77 ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Old Silos,Mechanical,CA-77 ,70610,242,Monthly Inspection,1M,,,,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-10 ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-10 ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-11 ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-11 ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-8A ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-8A ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-9 ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,Old Silos,Mechanical,CP-9 ,70610,243,Monthly Inspection,1M,243,Monthly Lubrication,1M,,,,,,,,,,,,
DC - Dust Collector,Old Silos,Mechanical,DC-11,70410,244,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Old Silos,Mechanical,DC-12,70410,244,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Old Silos,Mechanical,DC-18,70410,244,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Old Silos,Mechanical,DC-21,70610,244,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Old Silos,Mechanical,DC-21A,70610,244,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Old Silos,Mechanical,DC-61,70410,244,Monthly Inspection,1M,,,,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-135 ,70410,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan, Old Silos,Mechanical,F-27,70410,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan, Old Silos,Mechanical,F-28,70410,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan, Old Silos,Mechanical,F-32,70410,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan, Old Silos,Mechanical,F-33,70410,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-35A,70610,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-35B,70610,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-35C,70610,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-49,70610,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-57,70610,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-57A,70610,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Old Silos,Mechanical,F-8,70610,245,Monthly Inspection,1M,245,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Old Silos,Mechanical,SF-1,70610,246,Monthly Inspection,1M,246,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Old Silos,Mechanical,SF-2,70610,246,Monthly Inspection,1M,246,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Old Silos,Mechanical,SF-3,70610,246,Monthly Inspection,1M,246,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Old Silos,Mechanical,SF-5,70610,246,Monthly Inspection,1M,246,Monthly Lubrication,1M,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-1,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-10,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-11,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-2,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-3,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-4,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-5,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-6,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-7,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-8,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SI - Cement (Tons),Old Silos,Mechanical,SILO-9,70410,247,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-10,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-11,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-12,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-14,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-2,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-3,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-4,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-5,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-6,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-7 OR 8,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-1-9,70410,248,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-11,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-12,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-2,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-3,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-4,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-5,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-6,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-7 OR 8,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Old Silos,Mechanical,VA-5-9,70410,249,Monthly Inspection,1M,,,,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-001,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-002,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-003,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-004,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-005,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-006,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-007,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-008,70610,250,Monthly Inspection,1M,250,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-050A,70610,251,Monthly Inspection,1M,251,Monthly Lubrication,1M,,,,,,,,,,,,
VR - Valve Rotary/Gate,Old Silos,Mechanical,VR-050B,70610,251,Monthly Inspection,1M,251,Monthly Lubrication,1M,,,,,,,,,,,,
BM - Bag Machine/P-Tank,Packhouse,Mechanical,BM-1,70620,252,Monthly Inspection,1M,,,,,,,,,,,,,,,
BM - Bag Machine/P-Tank,Packhouse,Mechanical,BM-2,70620,252,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Packhouse,Mechanical,BN-11,70620,253,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Packhouse,Mechanical,BN-12,70620,253,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Packhouse,Mechanical,BN-13,70620,253,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,Packhouse,Mechanical,C-035-1,70620,254,Monthly Inspection,1M,254,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,Packhouse,Mechanical,C-035-2,70620,255,Monthly Inspection,1M,255,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,Packhouse,Mechanical,C-35A,70620,256,Monthly Inspection,1M,256,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,Packhouse,Mechanical,C-35B,70620,257,Monthly Inspection,1M,257,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-18,70620,258,Monthly Inspection,1M,258,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-19,70620,258,Monthly Inspection,1M,258,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-20,70620,259,Monthly Inspection,1M,259,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-21,70620,259,Monthly Inspection,1M,259,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-22,70620,259,Monthly Inspection,1M,259,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-23,70620,259,Monthly Inspection,1M,259,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-24,70620,259,Monthly Inspection,1M,259,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-25,70620,259,Monthly Inspection,1M,259,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-26,70620,259,Monthly Inspection,1M,259,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-44 ,70620,260,Monthly Inspection,1M,260,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,Packhouse,Mechanical,CA-45,70620,260,Monthly Inspection,1M,260,Monthly Lubrication,1M,,,,,,,,,,,,
DC - Dust Collector,Packhouse,Mechanical,DC-1,70620,261,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Packhouse,Mechanical,DC-2,70620,261,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Packhouse,Mechanical,DC-8,70620,261,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Packhouse,Mechanical,DC-9,70620,261,Monthly Inspection,1M,,,,,,,,,,,,,,,
FN - Fan,Packhouse,Mechanical,F-117,70620,262,Monthly Inspection,1M,262,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Packhouse,Mechanical,F-117A,70620,262,Monthly Inspection,1M,262,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Packhouse,Mechanical,F-117B,70620,262,Monthly Inspection,1M,262,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Packhouse,Mechanical,F-117C,70620,262,Monthly Inspection,1M,262,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Packhouse,Mechanical,F-117D,70620,262,Monthly Inspection,1M,262,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Packhouse,Mechanical,F-29,70620,263,Monthly Inspection,1M,263,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,Packhouse,Mechanical,F-30A,70620,264,Monthly Inspection,1M,264,Monthly Lubrication,1M,,,,,,,,,,,,
PW - Pallet Wrapper,Packhouse,Mechanical,PW-002A ,70620,265,Monthly Inspection,1M,265,Monthly Lubrication,1M,,,,,,,,,,,,
